lexeme,INF,GER,PRS.PTCP.SG,PRS.PTCP.PL,PST.PTCP.M.SG,PST.PTCP.F.SG,PST.PTCP.M.PL,PST.PTCP.F.PL,IMP.2SG,IMP.1PL,IMP.2PL,PRS.IND.1SG,PRS.IND.2SG,PRS.IND.3SG,PRS.IND.1PL,PRS.IND.2PL,PRS.IND.3PL,PRS.SBJV.1SG,PRS.SBJV.2SG,PRS.SBJV.3SG,PRS.SBJV.1PL,PRS.SBJV.2PL,PRS.SBJV.3PL,IPRF.IND.1SG,IPRF.IND.2SG,IPRF.IND.3SG,IPRF.IND.1PL,IPRF.IND.2PL,IPRF.IND.3PL,IPRF.SBJV.1SG,IPRF.SBJV.2SG,IPRF.SBJV.3SG,IPRF.SBJV.1PL,IPRF.SBJV.2PL,IPRF.SBJV.3PL,PRET.IND.1SG,PRET.IND.2SG,PRET.IND.3SG,PRET.IND.1PL,PRET.IND.2PL,PRET.IND.3PL,FUT.IND.1SG,FUT.IND.2SG,FUT.IND.3SG,FUT.IND.1PL,FUT.IND.2PL,FUT.IND.3PL,COND.1SG,COND.2SG,COND.3SG,COND.1PL,COND.2PL,COND.3PL
abitare,abit'are,abit'ando,abit'ante,abit'anti,abit'ato,abit'ata,abit'ati,abit'ate,'abita,abitj'amo,abit'ate,'abito,'abiti,'abita,abitj'amo,abit'ate,'abitano,'abiti,'abiti,'abiti,abitj'amo,abitj'ate,'abitino,abit'avo,abit'avi,abit'ava,abitav'amo,abitav'ate,abit'avano,abit'assi,abit'assi,abit'asse,abit'assimo,abit'aste,abit'assero,abit'ai,abit'asti,abit'o,abit'ammo,abit'aste,abit'arono,abiter'o,abiter'ai,abiter'a,abiter'emo,abiter'ete,abiter'anno,abiter'ei,abiter'esti,abiter'ebbe,abiter'emmo,abiter'este,abiter'ebbero
funzionare,funtsjon'are,funtsjon'ando,funtsjon'ante,funtsjon'anti,funtsjon'ato,funtsjon'ata,funtsjon'ati,funtsjon'ate,funtsj'ona,funtsjonj'amo,funtsjon'ate,funtsj'ono,funtsj'oni,funtsj'ona,funtsjonj'amo,funtsjon'ate,funtsj'onano,funtsj'oni,funtsj'oni,funtsj'oni,funtsjonj'amo,funtsjonj'ate,funtsj'onino,funtsjon'avo,funtsjon'avi,funtsjon'ava,funtsjonav'amo,funtsjonav'ate,funtsjon'avano,funtsjon'assi,funtsjon'assi,funtsjon'asse,funtsjon'assimo,funtsjon'aste,funtsjon'assero,funtsjon'ai,funtsjon'asti,funtsjon'o,funtsjon'ammo,funtsjon'aste,funtsjon'arono,funtsjoner'o,funtsjoner'ai,funtsjoner'a,funtsjoner'emo,funtsjoner'ete,funtsjoner'anno,funtsjoner'ei,funtsjoner'esti,funtsjoner'ebbe,funtsjoner'emmo,funtsjoner'este,funtsjoner'ebbero
curare,kur'are,kur'ando,kur'ante,kur'anti,kur'ato,kur'ata,kur'ati,kur'ate,k'ura,kurj'amo,kur'ate,k'uro,k'uri,k'ura,kurj'amo,kur'ate,k'urano,k'uri,k'uri,k'uri,kurj'amo,kurj'ate,k'urino,kur'avo,kur'avi,kur'ava,kurav'amo,kurav'ate,kur'avano,kur'assi,kur'assi,kur'asse,kur'assimo,kur'aste,kur'assero,kur'ai,kur'asti,kur'o,kur'ammo,kur'aste,kur'arono,kurer'o,kurer'ai,kurer'a,kurer'emo,kurer'ete,kurer'anno,kurer'ei,kurer'esti,kurer'ebbe,kurer'emmo,kurer'este,kurer'ebbero
scomparire,skompar'ire,skompar'endo,skompar'ente,skompar'enti,skomp'arso,skomp'arsa,skomp'arsi,skomp'arse,skomp'ari,skomparj'amo,skompar'ite,skomp'ajo,skomp'ari,skomp'are,skomparj'amo,skompar'ite,skomp'ajono,skomp'aja,skomp'aja,skomp'aja,skomparj'amo,skomparj'ate,skomp'ajano,skompar'ivo,skompar'ivi,skompar'iva,skompariv'amo,skompariv'ate,skompar'ivano,skompar'issi,skompar'issi,skompar'isse,skompar'issimo,skompar'iste,skompar'issero,skomp'arvi,skompar'isti,skomp'arve,skompar'immo,skompar'iste,skomp'arvero,skomparir'o,skomparir'ai,skomparir'a,skomparir'emo,skomparir'ete,skomparir'anno,skomparir'ei,skomparir'esti,skomparir'ebbe,skomparir'emmo,skomparir'este,skomparir'ebbero
assistere,ass'istere,assist'endo,assist'ente,assist'enti,assist'ito,assist'ita,assist'iti,assist'ite,ass'isti,assistj'amo,assist'ete,ass'isto,ass'isti,ass'iste,assistj'amo,assist'ete,ass'istono,ass'ista,ass'ista,ass'ista,assistj'amo,assistj'ate,ass'istano,assist'evo,assist'evi,assist'eva,assistev'amo,assistev'ate,assist'evano,assist'essi,assist'essi,assist'esse,assist'essimo,assist'este,assist'essero,assist'etti,assist'esti,assist'ette,assist'emmo,assist'este,assist'ettero,assister'o,assister'ai,assister'a,assister'emo,assister'ete,assister'anno,assister'ei,assister'esti,assister'ebbe,assister'emmo,assister'este,assister'ebbero
proseguire,prosegw'ire,prosegw'endo,prosegw'ente,prosegw'enti,prosegw'ito,prosegw'ita,prosegw'iti,prosegw'ite,pros'egwi,prosegwj'amo,prosegw'ite,pros'egwo,pros'egwi,pros'egwe,prosegwj'amo,prosegw'ite,pros'egwono,pros'egwa,pros'egwa,pros'egwa,prosegwj'amo,prosegwj'ate,pros'egwano,prosegw'ivo,prosegw'ivi,prosegw'iva,prosegwiv'amo,prosegwiv'ate,prosegw'ivano,prosegw'issi,prosegw'issi,prosegw'isse,prosegw'issimo,prosegw'iste,prosegw'issero,prosegw'ii,prosegw'isti,prosegw'i,prosegw'immo,prosegw'iste,prosegw'irono,prosegwir'o,prosegwir'ai,prosegwir'a,prosegwir'emo,prosegwir'ete,prosegwir'anno,prosegwir'ei,prosegwir'esti,prosegwir'ebbe,prosegwir'emmo,prosegwir'este,prosegwir'ebbero
gridare,grid'are,grid'ando,grid'ante,grid'anti,grid'ato,grid'ata,grid'ati,grid'ate,gr'ida,gridj'amo,grid'ate,gr'ido,gr'idi,gr'ida,gridj'amo,grid'ate,gr'idano,gr'idi,gr'idi,gr'idi,gridj'amo,gridj'ate,gr'idino,grid'avo,grid'avi,grid'ava,gridav'amo,gridav'ate,grid'avano,grid'assi,grid'assi,grid'asse,grid'assimo,grid'aste,grid'assero,grid'ai,grid'asti,grid'o,grid'ammo,grid'aste,grid'arono,grider'o,grider'ai,grider'a,grider'emo,grider'ete,grider'anno,grider'ei,grider'esti,grider'ebbe,grider'emmo,grider'este,grider'ebbero
bloccare,blokk'are,blokk'ando,blokk'ante,blokk'anti,blokk'ato,blokk'ata,blokk'ati,blokk'ate,bl'okka,blokkj'amo,blokk'ate,bl'okko,bl'okki,bl'okka,blokkj'amo,blokk'ate,bl'okkano,bl'okki,bl'okki,bl'okki,blokkj'amo,blokkj'ate,bl'okkino,blokk'avo,blokk'avi,blokk'ava,blokkav'amo,blokkav'ate,blokk'avano,blokk'assi,blokk'assi,blokk'asse,blokk'assimo,blokk'aste,blokk'assero,blokk'ai,blokk'asti,blokk'o,blokk'ammo,blokk'aste,blokk'arono,blokker'o,blokker'ai,blokker'a,blokker'emo,blokker'ete,blokker'anno,blokker'ei,blokker'esti,blokker'ebbe,blokker'emmo,blokker'este,blokker'ebbero
capitare,kapit'are,kapit'ando,kapit'ante,kapit'anti,kapit'ato,kapit'ata,kapit'ati,kapit'ate,k'apita,kapitj'amo,kapit'ate,k'apito,k'apiti,k'apita,kapitj'amo,kapit'ate,k'apitano,k'apiti,k'apiti,k'apiti,kapitj'amo,kapitj'ate,k'apitino,kapit'avo,kapit'avi,kapit'ava,kapitav'amo,kapitav'ate,kapit'avano,kapit'assi,kapit'assi,kapit'asse,kapit'assimo,kapit'aste,kapit'assero,kapit'ai,kapit'asti,kapit'o,kapit'ammo,kapit'aste,kapit'arono,kapiter'o,kapiter'ai,kapiter'a,kapiter'emo,kapiter'ete,kapiter'anno,kapiter'ei,kapiter'esti,kapiter'ebbe,kapiter'emmo,kapiter'este,kapiter'ebbero
cantare,kant'are,kant'ando,kant'ante,kant'anti,kant'ato,kant'ata,kant'ati,kant'ate,k'anta,kantj'amo,kant'ate,k'anto,k'anti,k'anta,kantj'amo,kant'ate,k'antano,k'anti,k'anti,k'anti,kantj'amo,kantj'ate,k'antino,kant'avo,kant'avi,kant'ava,kantav'amo,kantav'ate,kant'avano,kant'assi,kant'assi,kant'asse,kant'assimo,kant'aste,kant'assero,kant'ai,kant'asti,kant'o,kant'ammo,kant'aste,kant'arono,kanter'o,kanter'ai,kanter'a,kanter'emo,kanter'ete,kanter'anno,kanter'ei,kanter'esti,kanter'ebbe,kanter'emmo,kanter'este,kanter'ebbero
interpretare,interpret'are,interpret'ando,interpret'ante,interpret'anti,interpret'ato,interpret'ata,interpret'ati,interpret'ate,int'erpreta,interpretj'amo,interpret'ate,int'erpreto,int'erpreti,int'erpreta,interpretj'amo,interpret'ate,int'erpretano,int'erpreti,int'erpreti,int'erpreti,interpretj'amo,interpretj'ate,int'erpretino,interpret'avo,interpret'avi,interpret'ava,interpretav'amo,interpretav'ate,interpret'avano,interpret'assi,interpret'assi,interpret'asse,interpret'assimo,interpret'aste,interpret'assero,interpret'ai,interpret'asti,interpret'o,interpret'ammo,interpret'aste,interpret'arono,interpreter'o,interpreter'ai,interpreter'a,interpreter'emo,interpreter'ete,interpreter'anno,interpreter'ei,interpreter'esti,interpreter'ebbe,interpreter'emmo,interpreter'este,interpreter'ebbero
coinvolgere,koiɱv'oldʒere,koiɱvoldʒ'endo,koiɱvoldʒ'ente,koiɱvoldʒ'enti,koiɱv'olto,koiɱv'olta,koiɱv'olti,koiɱv'olte,koiɱv'oldʒi,koiɱvoldʒ'amo,koiɱvoldʒ'ete,koiɱv'olgo,koiɱv'oldʒi,koiɱv'oldʒe,koiɱvoldʒ'amo,koiɱvoldʒ'ete,koiɱv'olgono,koiɱv'olga,koiɱv'olga,koiɱv'olga,koiɱvoldʒ'amo,koiɱvoldʒ'ate,koiɱv'olgano,koiɱvoldʒ'evo,koiɱvoldʒ'evi,koiɱvoldʒ'eva,koiɱvoldʒev'amo,koiɱvoldʒev'ate,koiɱvoldʒ'evano,koiɱvoldʒ'essi,koiɱvoldʒ'essi,koiɱvoldʒ'esse,koiɱvoldʒ'essimo,koiɱvoldʒ'este,koiɱvoldʒ'essero,koiɱv'olsi,koiɱvoldʒ'esti,koiɱv'olse,koiɱvoldʒ'emmo,koiɱvoldʒ'este,koiɱv'olsero,koiɱvoldʒer'o,koiɱvoldʒer'ai,koiɱvoldʒer'a,koiɱvoldʒer'emo,koiɱvoldʒer'ete,koiɱvoldʒer'anno,koiɱvoldʒer'ei,koiɱvoldʒer'esti,koiɱvoldʒer'ebbe,koiɱvoldʒer'emmo,koiɱvoldʒer'este,koiɱvoldʒer'ebbero
consegnare,konseɲɲ'are,konseɲɲ'ando,konseɲɲ'ante,konseɲɲ'anti,konseɲɲ'ato,konseɲɲ'ata,konseɲɲ'ati,konseɲɲ'ate,kons'eɲɲa,konseɲɲ'amo,konseɲɲ'ate,kons'eɲɲo,kons'eɲɲi,kons'eɲɲa,konseɲɲ'amo,konseɲɲ'ate,kons'eɲɲano,kons'eɲɲi,kons'eɲɲi,kons'eɲɲi,konseɲɲ'amo,konseɲɲ'ate,kons'eɲɲino,konseɲɲ'avo,konseɲɲ'avi,konseɲɲ'ava,konseɲɲav'amo,konseɲɲav'ate,konseɲɲ'avano,konseɲɲ'assi,konseɲɲ'assi,konseɲɲ'asse,konseɲɲ'assimo,konseɲɲ'aste,konseɲɲ'assero,konseɲɲ'ai,konseɲɲ'asti,konseɲɲ'o,konseɲɲ'ammo,konseɲɲ'aste,konseɲɲ'arono,konseɲɲer'o,konseɲɲer'ai,konseɲɲer'a,konseɲɲer'emo,konseɲɲer'ete,konseɲɲer'anno,konseɲɲer'ei,konseɲɲer'esti,konseɲɲer'ebbe,konseɲɲer'emmo,konseɲɲer'este,konseɲɲer'ebbero
sostituire,sostitu'ire,sostitu'endo,sostitu'ente,sostitu'enti,sostitu'ito,sostitu'ita,sostitu'iti,sostitu'ite,sostitu'iʃʃi,sostituj'amo,sostitu'ite,sostitu'isko,sostitu'iʃʃi,sostitu'iʃʃe,sostituj'amo,sostitu'ite,sostitu'iskono,sostitu'iska,sostitu'iska,sostitu'iska,sostituj'amo,sostituj'ate,sostitu'iskano,sostitu'ivo,sostitu'ivi,sostitu'iva,sostituiv'amo,sostituiv'ate,sostitu'ivano,sostitu'issi,sostitu'issi,sostitu'isse,sostitu'issimo,sostitu'iste,sostitu'issero,sostitu'ii,sostitu'isti,sostitu'i,sostitu'immo,sostitu'iste,sostitu'irono,sostituir'o,sostituir'ai,sostituir'a,sostituir'emo,sostituir'ete,sostituir'anno,sostituir'ei,sostituir'esti,sostituir'ebbe,sostituir'emmo,sostituir'este,sostituir'ebbero
allontanare,allontan'are,allontan'ando,allontan'ante,allontan'anti,allontan'ato,allontan'ata,allontan'ati,allontan'ate,allont'ana,allontanj'amo,allontan'ate,allont'ano,allont'ani,allont'ana,allontanj'amo,allontan'ate,allont'anano,allont'ani,allont'ani,allont'ani,allontanj'amo,allontanj'ate,allont'anino,allontan'avo,allontan'avi,allontan'ava,allontanav'amo,allontanav'ate,allontan'avano,allontan'assi,allontan'assi,allontan'asse,allontan'assimo,allontan'aste,allontan'assero,allontan'ai,allontan'asti,allontan'o,allontan'ammo,allontan'aste,allontan'arono,allontaner'o,allontaner'ai,allontaner'a,allontaner'emo,allontaner'ete,allontaner'anno,allontaner'ei,allontaner'esti,allontaner'ebbe,allontaner'emmo,allontaner'este,allontaner'ebbero
interessare,interess'are,interess'ando,interess'ante,interess'anti,interess'ato,interess'ata,interess'ati,interess'ate,inter'essa,interessj'amo,interess'ate,inter'esso,inter'essi,inter'essa,interessj'amo,interess'ate,inter'essano,inter'essi,inter'essi,inter'essi,interessj'amo,interessj'ate,inter'essino,interess'avo,interess'avi,interess'ava,interessav'amo,interessav'ate,interess'avano,interess'assi,interess'assi,interess'asse,interess'assimo,interess'aste,interess'assero,interess'ai,interess'asti,interess'o,interess'ammo,interess'aste,interess'arono,interesser'o,interesser'ai,interesser'a,interesser'emo,interesser'ete,interesser'anno,interesser'ei,interesser'esti,interesser'ebbe,interesser'emmo,interesser'este,interesser'ebbero
ritornare,ritorn'are,ritorn'ando,ritorn'ante,ritorn'anti,ritorn'ato,ritorn'ata,ritorn'ati,ritorn'ate,rit'orna,ritornj'amo,ritorn'ate,rit'orno,rit'orni,rit'orna,ritornj'amo,ritorn'ate,rit'ornano,rit'orni,rit'orni,rit'orni,ritornj'amo,ritornj'ate,rit'ornino,ritorn'avo,ritorn'avi,ritorn'ava,ritornav'amo,ritornav'ate,ritorn'avano,ritorn'assi,ritorn'assi,ritorn'asse,ritorn'assimo,ritorn'aste,ritorn'assero,ritorn'ai,ritorn'asti,ritorn'o,ritorn'ammo,ritorn'aste,ritorn'arono,ritorner'o,ritorner'ai,ritorner'a,ritorner'emo,ritorner'ete,ritorner'anno,ritorner'ei,ritorner'esti,ritorner'ebbe,ritorner'emmo,ritorner'este,ritorner'ebbero
saltare,salt'are,salt'ando,salt'ante,salt'anti,salt'ato,salt'ata,salt'ati,salt'ate,s'alta,saltj'amo,salt'ate,s'alto,s'alti,s'alta,saltj'amo,salt'ate,s'altano,s'alti,s'alti,s'alti,saltj'amo,saltj'ate,s'altino,salt'avo,salt'avi,salt'ava,saltav'amo,saltav'ate,salt'avano,salt'assi,salt'assi,salt'asse,salt'assimo,salt'aste,salt'assero,salt'ai,salt'asti,salt'o,salt'ammo,salt'aste,salt'arono,salter'o,salter'ai,salter'a,salter'emo,salter'ete,salter'anno,salter'ei,salter'esti,salter'ebbe,salter'emmo,salter'este,salter'ebbero
trasferire,trasfer'ire,trasfer'endo,trasfer'ente,trasfer'enti,trasfer'ito,trasfer'ita,trasfer'iti,trasfer'ite,trasfer'iʃʃi,trasferj'amo,trasfer'ite,trasfer'isko,trasfer'iʃʃi,trasfer'iʃʃe,trasferj'amo,trasfer'ite,trasfer'iskono,trasfer'iska,trasfer'iska,trasfer'iska,trasferj'amo,trasferj'ate,trasfer'iskano,trasfer'ivo,trasfer'ivi,trasfer'iva,trasferiv'amo,trasferiv'ate,trasfer'ivano,trasfer'issi,trasfer'issi,trasfer'isse,trasfer'issimo,trasfer'iste,trasfer'issero,trasfer'ii,trasfer'isti,trasfer'i,trasfer'immo,trasfer'iste,trasfer'irono,trasferir'o,trasferir'ai,trasferir'a,trasferir'emo,trasferir'ete,trasferir'anno,trasferir'ei,trasferir'esti,trasferir'ebbe,trasferir'emmo,trasferir'este,trasferir'ebbero
limitare,limit'are,limit'ando,limit'ante,limit'anti,limit'ato,limit'ata,limit'ati,limit'ate,l'imita,limitj'amo,limit'ate,l'imito,l'imiti,l'imita,limitj'amo,limit'ate,l'imitano,l'imiti,l'imiti,l'imiti,limitj'amo,limitj'ate,l'imitino,limit'avo,limit'avi,limit'ava,limitav'amo,limitav'ate,limit'avano,limit'assi,limit'assi,limit'asse,limit'assimo,limit'aste,limit'assero,limit'ai,limit'asti,limit'o,limit'ammo,limit'aste,limit'arono,limiter'o,limiter'ai,limiter'a,limiter'emo,limiter'ete,limiter'anno,limiter'ei,limiter'esti,limiter'ebbe,limiter'emmo,limiter'este,limiter'ebbero
sottoporre,sottop'orre,sottopon'endo,sottopon'ente,sottopon'enti,sottop'osto,sottop'osta,sottop'osti,sottop'oste,sottop'oni,sottoponj'amo,sottopon'ete,sottop'oŋgo,sottop'oni,sottop'one,sottoponj'amo,sottopon'ete,sottop'oŋgono,sottop'oŋga,sottop'oŋga,sottop'oŋga,sottoponj'amo,sottoponj'ate,sottop'oŋgano,sottopon'evo,sottopon'evi,sottopon'eva,sottoponev'amo,sottoponev'ate,sottopon'evano,sottopon'essi,sottopon'essi,sottopon'esse,sottopon'essimo,sottopon'este,sottopon'essero,sottop'ozi,sottopon'esti,sottop'oze,sottopon'emmo,sottopon'este,sottop'ozero,sottoporr'o,sottoporr'ai,sottoporr'a,sottoporr'emo,sottoporr'ete,sottoporr'anno,sottoporr'ei,sottoporr'esti,sottoporr'ebbe,sottoporr'emmo,sottoporr'este,sottoporr'ebbero
liberare,liber'are,liber'ando,liber'ante,liber'anti,liber'ato,liber'ata,liber'ati,liber'ate,l'ibera,liberj'amo,liber'ate,l'ibero,l'iberi,l'ibera,liberj'amo,liber'ate,l'iberano,l'iberi,l'iberi,l'iberi,liberj'amo,liberj'ate,l'iberino,liber'avo,liber'avi,liber'ava,liberav'amo,liberav'ate,liber'avano,liber'assi,liber'assi,liber'asse,liber'assimo,liber'aste,liber'assero,liber'ai,liber'asti,liber'o,liber'ammo,liber'aste,liber'arono,liberer'o,liberer'ai,liberer'a,liberer'emo,liberer'ete,liberer'anno,liberer'ei,liberer'esti,liberer'ebbe,liberer'emmo,liberer'este,liberer'ebbero
conservare,konserv'are,konserv'ando,konserv'ante,konserv'anti,konserv'ato,konserv'ata,konserv'ati,konserv'ate,kons'erva,konservj'amo,konserv'ate,kons'ervo,kons'ervi,kons'erva,konservj'amo,konserv'ate,kons'ervano,kons'ervi,kons'ervi,kons'ervi,konservj'amo,konservj'ate,kons'ervino,konserv'avo,konserv'avi,konserv'ava,konservav'amo,konservav'ate,konserv'avano,konserv'assi,konserv'assi,konserv'asse,konserv'assimo,konserv'aste,konserv'assero,konserv'ai,konserv'asti,konserv'o,konserv'ammo,konserv'aste,konserv'arono,konserver'o,konserver'ai,konserver'a,konserver'emo,konserver'ete,konserver'anno,konserver'ei,konserver'esti,konserver'ebbe,konserver'emmo,konserver'este,konserver'ebbero
avviare,avvi'are,avvi'ando,avvi'ante,avvi'anti,avvi'ato,avvi'ata,avvi'ati,avvi'ate,avv'ia,avvi'amo,avvi'ate,avv'io,avv'ii,avv'ia,avvi'amo,avvi'ate,avv'iano,avv'ii,avv'ii,avv'ii,avvi'amo,avvi'ate,avv'iino,avvi'avo,avvi'avi,avvi'ava,avviav'amo,avviav'ate,avvi'avano,avvi'assi,avvi'assi,avvi'asse,avvi'assimo,avvi'aste,avvi'assero,avvi'ai,avvi'asti,avvi'o,avvi'ammo,avvi'aste,avvi'arono,avvier'o,avvier'ai,avvier'a,avvier'emo,avvier'ete,avvier'anno,avvier'ei,avvier'esti,avvier'ebbe,avvier'emmo,avvier'este,avvier'ebbero
coprire,kopr'ire,kopr'endo,kopr'ente,kopr'enti,kop'erto,kop'erta,kop'erti,kop'erte,k'opri,koprj'amo,kopr'ite,k'opro,k'opri,k'opre,koprj'amo,kopr'ite,k'oprono,k'opra,k'opra,k'opra,koprj'amo,koprj'ate,k'oprano,kopr'ivo,kopr'ivi,kopr'iva,kopriv'amo,kopriv'ate,kopr'ivano,kopr'issi,kopr'issi,kopr'isse,kopr'issimo,kopr'iste,kopr'issero,kopr'ii,kopr'isti,kopr'i,kopr'immo,kopr'iste,kopr'irono,koprir'o,koprir'ai,koprir'a,koprir'emo,koprir'ete,koprir'anno,koprir'ei,koprir'esti,koprir'ebbe,koprir'emmo,koprir'este,koprir'ebbero
precisare,pretʃiz'are,pretʃiz'ando,pretʃiz'ante,pretʃiz'anti,pretʃiz'ato,pretʃiz'ata,pretʃiz'ati,pretʃiz'ate,pretʃ'iza,pretʃizj'amo,pretʃiz'ate,pretʃ'izo,pretʃ'izi,pretʃ'iza,pretʃizj'amo,pretʃiz'ate,pretʃ'izano,pretʃ'izi,pretʃ'izi,pretʃ'izi,pretʃizj'amo,pretʃizj'ate,pretʃ'izino,pretʃiz'avo,pretʃiz'avi,pretʃiz'ava,pretʃizav'amo,pretʃizav'ate,pretʃiz'avano,pretʃiz'assi,pretʃiz'assi,pretʃiz'asse,pretʃiz'assimo,pretʃiz'aste,pretʃiz'assero,pretʃiz'ai,pretʃiz'asti,pretʃiz'o,pretʃiz'ammo,pretʃiz'aste,pretʃiz'arono,pretʃizer'o,pretʃizer'ai,pretʃizer'a,pretʃizer'emo,pretʃizer'ete,pretʃizer'anno,pretʃizer'ei,pretʃizer'esti,pretʃizer'ebbe,pretʃizer'emmo,pretʃizer'este,pretʃizer'ebbero
trascorrere,trask'orrere,traskorr'endo,traskorr'ente,traskorr'enti,trask'orso,trask'orsa,trask'orsi,trask'orse,trask'orri,traskorrj'amo,traskorr'ete,trask'orro,trask'orri,trask'orre,traskorrj'amo,traskorr'ete,trask'orrono,trask'orra,trask'orra,trask'orra,traskorrj'amo,traskorrj'ate,trask'orrano,traskorr'evo,traskorr'evi,traskorr'eva,traskorrev'amo,traskorrev'ate,traskorr'evano,traskorr'essi,traskorr'essi,traskorr'esse,traskorr'essimo,traskorr'este,traskorr'essero,trask'orsi,traskorr'esti,trask'orse,traskorr'emmo,traskorr'este,trask'orsero,traskorrer'o,traskorrer'ai,traskorrer'a,traskorrer'emo,traskorrer'ete,traskorrer'anno,traskorrer'ei,traskorrer'esti,traskorrer'ebbe,traskorrer'emmo,traskorrer'este,traskorrer'ebbero
stringere,str'indʒere,strindʒ'endo,strindʒ'ente,strindʒ'enti,str'etto,str'etta,str'etti,str'ette,str'indʒi,strindʒ'amo,strindʒ'ete,str'iŋgo,str'indʒi,str'indʒe,strindʒ'amo,strindʒ'ete,str'iŋgono,str'iŋga,str'iŋga,str'iŋga,strindʒ'amo,strindʒ'ate,str'iŋgano,strindʒ'evo,strindʒ'evi,strindʒ'eva,strindʒev'amo,strindʒev'ate,strindʒ'evano,strindʒ'essi,strindʒ'essi,strindʒ'esse,strindʒ'essimo,strindʒ'este,strindʒ'essero,str'insi,strindʒ'esti,str'inse,strindʒ'emmo,strindʒ'este,str'insero,strindʒer'o,strindʒer'ai,strindʒer'a,strindʒer'emo,strindʒer'ete,strindʒer'anno,strindʒer'ei,strindʒer'esti,strindʒer'ebbe,strindʒer'emmo,strindʒer'este,strindʒer'ebbero
disporre,disp'orre,dispon'endo,dispon'ente,dispon'enti,disp'osto,disp'osta,disp'osti,disp'oste,disp'oni,disponj'amo,dispon'ete,disp'oŋgo,disp'oni,disp'one,disponj'amo,dispon'ete,disp'oŋgono,disp'oŋga,disp'oŋga,disp'oŋga,disponj'amo,disponj'ate,disp'oŋgano,dispon'evo,dispon'evi,dispon'eva,disponev'amo,disponev'ate,dispon'evano,dispon'essi,dispon'essi,dispon'esse,dispon'essimo,dispon'este,dispon'essero,disp'ozi,dispon'esti,disp'oze,dispon'emmo,dispon'este,disp'ozero,disporr'o,disporr'ai,disporr'a,disporr'emo,disporr'ete,disporr'anno,disporr'ei,disporr'esti,disporr'ebbe,disporr'emmo,disporr'este,disporr'ebbero
insegnare,inseɲɲ'are,inseɲɲ'ando,inseɲɲ'ante,inseɲɲ'anti,inseɲɲ'ato,inseɲɲ'ata,inseɲɲ'ati,inseɲɲ'ate,ins'eɲɲa,inseɲɲ'amo,inseɲɲ'ate,ins'eɲɲo,ins'eɲɲi,ins'eɲɲa,inseɲɲ'amo,inseɲɲ'ate,ins'eɲɲano,ins'eɲɲi,ins'eɲɲi,ins'eɲɲi,inseɲɲ'amo,inseɲɲ'ate,ins'eɲɲino,inseɲɲ'avo,inseɲɲ'avi,inseɲɲ'ava,inseɲɲav'amo,inseɲɲav'ate,inseɲɲ'avano,inseɲɲ'assi,inseɲɲ'assi,inseɲɲ'asse,inseɲɲ'assimo,inseɲɲ'aste,inseɲɲ'assero,inseɲɲ'ai,inseɲɲ'asti,inseɲɲ'o,inseɲɲ'ammo,inseɲɲ'aste,inseɲɲ'arono,inseɲɲer'o,inseɲɲer'ai,inseɲɲer'a,inseɲɲer'emo,inseɲɲer'ete,inseɲɲer'anno,inseɲɲer'ei,inseɲɲer'esti,inseɲɲer'ebbe,inseɲɲer'emmo,inseɲɲer'este,inseɲɲer'ebbero
gettare,dʒett'are,dʒett'ando,dʒett'ante,dʒett'anti,dʒett'ato,dʒett'ata,dʒett'ati,dʒett'ate,dʒ'etta,dʒettj'amo,dʒett'ate,dʒ'etto,dʒ'etti,dʒ'etta,dʒettj'amo,dʒett'ate,dʒ'ettano,dʒ'etti,dʒ'etti,dʒ'etti,dʒettj'amo,dʒettj'ate,dʒ'ettino,dʒett'avo,dʒett'avi,dʒett'ava,dʒettav'amo,dʒettav'ate,dʒett'avano,dʒett'assi,dʒett'assi,dʒett'asse,dʒett'assimo,dʒett'aste,dʒett'assero,dʒett'ai,dʒett'asti,dʒett'o,dʒett'ammo,dʒett'aste,dʒett'arono,dʒetter'o,dʒetter'ai,dʒetter'a,dʒetter'emo,dʒetter'ete,dʒetter'anno,dʒetter'ei,dʒetter'esti,dʒetter'ebbe,dʒetter'emmo,dʒetter'este,dʒetter'ebbero
rispettare,rispett'are,rispett'ando,rispett'ante,rispett'anti,rispett'ato,rispett'ata,rispett'ati,rispett'ate,risp'etta,rispettj'amo,rispett'ate,risp'etto,risp'etti,risp'etta,rispettj'amo,rispett'ate,risp'ettano,risp'etti,risp'etti,risp'etti,rispettj'amo,rispettj'ate,risp'ettino,rispett'avo,rispett'avi,rispett'ava,rispettav'amo,rispettav'ate,rispett'avano,rispett'assi,rispett'assi,rispett'asse,rispett'assimo,rispett'aste,rispett'assero,rispett'ai,rispett'asti,rispett'o,rispett'ammo,rispett'aste,rispett'arono,rispetter'o,rispetter'ai,rispetter'a,rispetter'emo,rispetter'ete,rispetter'anno,rispetter'ei,rispetter'esti,rispetter'ebbe,rispetter'emmo,rispetter'este,rispetter'ebbero
